CIS	CISLabel	BN	BNlabel	NIMED	UCD13
CIS60639586	LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	29955	3400894084358
CIS60532762	COZAAR 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNfnggm38bmqu1rk5pke8g4ki6m4tp71ck	COZAAR	28865	3400893846346
CIS60827517	COZAAR 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNfnggm38bmqu1rk5pke8g4ki6m4tp71ck	COZAAR	28866	3400893846407
CIS62419546	LOSARTAN/HYDROCHLOROTHIAZIDE EG 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	26946	3400893804582
CIS63047935	LOSARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	26920	3400893847176
CIS61516533	LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	27816	3400893922668
CIS62577806	LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	29957	3400894084587
CIS62013232	COZAAR 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNfnggm38bmqu1rk5pke8g4ki6m4tp71ck	COZAAR	28634	3400894010487
CIS63804370	LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	30408	3400893906002
CIS63066736	LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	27817	3400893922729
CIS64202954	COZAAR 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNfnggm38bmqu1rk5pke8g4ki6m4tp71ck	COZAAR	28633	3400893986073
CIS64361013	FORTZAAR 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNujubu5idpav994d818pcono3dljm67f8	FORTZAAR	28844	3400893951873
CIS64150190	HYZAAR 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNv9198rkg83shpa3r0dnk2sjp4r48tp0a	HYZAAR	28858	3400893976838
CIS66055766	LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	26950	3400893802403
CIS61133378	LOSARTAN ARROW LAB 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	33284	3400894436218
CIS69197614	COZAAR 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNfnggm38bmqu1rk5pke8g4ki6m4tp71ck	COZAAR	8790	3400891711929
CIS66928996	COZAAR 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNfnggm38bmqu1rk5pke8g4ki6m4tp71ck	COZAAR	14640	3400892489315
CIS69541912	LOSARTAN ALTER 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	30271	3400893029787
CIS67156234	LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 50 mg/12,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	24353	3400893203095
CIS67292654	LOSARTAN/HYDROCHLOROTHIAZIDE EG 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	24354	3400893276426
CIS66578478	LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	22293	3400893398234
CIS66983010	LOSARTAN/HYDROCHLOROTHIAZIDE BLUEFISH 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	26517	3400893613375
CIS67881866	LOSARTAN SANDOZ 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	24355	3400893253243
CIS67675179	LOSARTAN EVOLUGEN 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	30319	3400893398173
CIS68512110	LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	25023	3400893448304
CIS68640804	LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	27103	3400893790991
CIS68310952	COZAAR 2,5 mg/ml, poudre et solvant pour suspension buvable	http://www.romedi.fr/romedi/BNfnggm38bmqu1rk5pke8g4ki6m4tp71ck	COZAAR	25021	3400893407431
CIS68927786	LOSARTAN SANDOZ 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	24358	3400893253304
CIS68656210	LOSARTAN EG 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	24357	3400893371329
CIS68896312	LOSARTAN RANBAXY 50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	28152	3400893371619
CIS68768818	LOSARTAN ACCORD 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	27031	3400893537862
CIS68988369	LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	30292	3400893202906
CIS67576284	LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 50 mg/12,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	30290	3400893277546
CIS69035740	LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	25025	3400893446461
CIS66934084	LOSARTAN/HYDROCHLOROTHIAZIDE KRKA 100 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	27160	3400893856390
CIS67953657	LOSARTAN MYLAN 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	24356	3400893154267
CIS66659784	LOSARTAN BIOGARAN 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	22296	3400893303481
CIS69582275	LOSARTAN ARROW 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	24359	3400893210949
CIS69337265	LOSARTAN KRKA 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	30325	3400893447871
CIS69560065	LOSARTAN ZENTIVA 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7tnd8feq9kmtpgpc31v8d7sotlqvtoo	LOSARTAN	25027	3400893448014
CIS69905668	LOSARTAN HYDROCHLOROTHIAZIDE BGR 50 mg/12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	30324	3400893439319
CIS69725606	LOSARTAN/HYDROCHLOROTHIAZIDE KRKA 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	27121	3400893670156
CIS69690240	FORTZAAR 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNujubu5idpav994d818pcono3dljm67f8	FORTZAAR	28845	3400893770023
CIS67511468	LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNaid9hgjsf9195kvv2kqks9hi5sabp8ag	LOSARTAN/HYDROCHLOROTHIAZIDE	29956	3400894084419
CIS61856062	FANSIDAR, comprimé quadrisécable	http://www.romedi.fr/romedi/BN7p8f1am4alkj1udnmqulck7oam7rpb6i	FANSIDAR	1152	3400890343251
CIS63564053	PLAVIX 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7ehrlhn6vlose1f6v861hgde9qhrjo2	PLAVIX	11502	3400892052588
CIS60562855	PLAVIX 300 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7ehrlhn6vlose1f6v861hgde9qhrjo2	PLAVIX	21666	3400893149935
CIS63095428	CLOPIDOGREL ARROW GENERIQUES 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	22547	3400893408322
CIS64604935	CLOPIDOGREL ALTER 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	29725	3400893410622
CIS64132502	CLOPIDOGREL MYLAN 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	24662	3400893412114
CIS60124999	CLOPIDOGREL ZF 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	28406	3400893953075
CIS63356668	CLOPIDOGREL TEVA 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	28355	3400894024217
CIS63564053	PLAVIX 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7ehrlhn6vlose1f6v861hgde9qhrjo2	PLAVIX	28885	3400894090960
CIS65534176	CLOPIDOGREL BGR 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	27555	3400893926451
CIS67256341	CLOPIDOGREL BIOGARAN 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	22269	3400893410790
CIS67088979	CLOPIDOGREL EG 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	22525	3400893410912
CIS67036338	CLOPIDOGREL SANDOZ 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	27680	3400893531778
CIS67602487	CLOPIDOGREL ARROW LAB 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	24218	3400893411803
CIS68519902	CLOPIDOGREL ZENTIVA 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	22559	3400893189917
CIS68235154	CLOPIDOGREL ALMUS 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	29724	3400893410561
CIS63564808	ALMOGRAN 12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNf2n0vub0r29cliqd7oq3a297sv8i811a	ALMOGRAN	14374	3400892466590
CIS64099244	ALMOTRIPTAN BIOGARAN 12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNnd05qinu2m0de2krap54q2ulhjvs1jrs	ALMOTRIPTAN	28542	3400894057673
CIS64165648	ALMOTRIPTAN ARROW 12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNnd05qinu2m0de2krap54q2ulhjvs1jrs	ALMOTRIPTAN	30139	3400894128564
CIS65724460	ALMOTRIPTAN EG 12,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNnd05qinu2m0de2krap54q2ulhjvs1jrs	ALMOTRIPTAN	30104	3400894121121
CIS67703803	MANTADIX 100 mg, capsule	http://www.romedi.fr/romedi/BN55h2p2r13c4gb4rjdoji5rb2aeo5ra7c	MANTADIX	943	3400890568067
CIS68942457	THIOPENTAL PANPHARMA 1 g, poudre pour solution injectable	http://www.romedi.fr/romedi/BN1eoirf57n286aiq4h9ef1ukjjc4tmch3	THIOPENTAL	31689	3400894307716
CIS61742500	OSLIF BREEZHALER 300 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/BN321h7o9mc2e7urannrc4btce6d0gi7t1	OSLIF BREEZHALER	26021	3400893656198
CIS62036213	ONBREZ BREEZHALER 300 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/BNll89rp5k4nt00r5t8d04q75bk1vokna8	ONBREZ BREEZHALER	25215	3400893604502
CIS62553246	ULTIBRO BREEZHALER 85 microgrammes/43 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/BN2ptke604nqtqudjt2b6p5sbefa469clh	ULTIBRO BREEZHALER	28392	3400893964361
CIS68637167	OSLIF BREEZHALER 150 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/BN321h7o9mc2e7urannrc4btce6d0gi7t1	OSLIF BREEZHALER	26043	3400893656020
CIS67084265	ONBREZ BREEZHALER 150 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/BNll89rp5k4nt00r5t8d04q75bk1vokna8	ONBREZ BREEZHALER	25214	3400893604441
CIS60200500	NEUPRO 6 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/BNg6arg4fbqbnich58uk70l6b1tet0f2p2	NEUPRO	25394	3400893173718
CIS61578613	NEUPRO 8 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/BNg6arg4fbqbnich58uk70l6b1tet0f2p2	NEUPRO	25395	3400893173886
CIS66662951	NEUPRO 4 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/BNg6arg4fbqbnich58uk70l6b1tet0f2p2	NEUPRO	25393	3400893173657
CIS69741731	NEUPRO 2 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/BNg6arg4fbqbnich58uk70l6b1tet0f2p2	NEUPRO	25392	3400893173428
CIS69497177	STERDEX, pommade ophtalmique en récipient unidose	http://www.romedi.fr/romedi/BNdnqcdsp91bpcu3ua0cdgfl9suvikijif	STERDEX	1746	3400890877350
CIS66592652	AURICULARUM, poudre et solvant pour suspension pour instillation auriculaire	http://www.romedi.fr/romedi/BNlpo4n92uhpm7ns5n638eog87rfmscq6j	AURICULARUM	652	3400892851518
CIS61217812	PROGRAF 1 mg, gélule	http://www.romedi.fr/romedi/BN4ik586jlli75pu78k0pvs405avb9vnl9	PROGRAF	8852	3400891800210
CIS63395596	PROGRAF 5 mg, gélule	http://www.romedi.fr/romedi/BN4ik586jlli75pu78k0pvs405avb9vnl9	PROGRAF	8855	3400891800388
CIS63213392	PROTOPIC 0,1 %, pommade	http://www.romedi.fr/romedi/BN10h6ur7g9d5tj6dimmcpmr2art6ddvcf	PROTOPIC	15658	3400892471624
CIS61727612	ADVAGRAF 5 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNba15nemldv12fi820oeovt6ocloo009u	ADVAGRAF	21664	3400893093191
CIS63931834	ADVAGRAF 0,5 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNba15nemldv12fi820oeovt6ocloo009u	ADVAGRAF	21662	3400893092941
CIS64297436	ADVAGRAF 1 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNba15nemldv12fi820oeovt6ocloo009u	ADVAGRAF	21663	3400893093023
CIS61092077	MODIGRAF 0,2 mg, granulés pour suspension buvable	http://www.romedi.fr/romedi/BNdnav8o51d83dii8kbg6drhmp3epk0mf3	MODIGRAF	24728	3400893484722
CIS61604257	ADVAGRAF 3 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNba15nemldv12fi820oeovt6ocloo009u	ADVAGRAF	22182	3400893331927
CIS65037007	ENVARSUS 0,75 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNps2jplh822qg3muhg4ldk5631spa7o9f	ENVARSUS	29076	3400894081685
CIS61964294	ADOPORT 5 mg, gélule	http://www.romedi.fr/romedi/BN9aubs5s2c5om72uc22duup01pspsgag4	ADOPORT	27537	3400893898505
CIS64349915	ENVARSUS 4 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNps2jplh822qg3muhg4ldk5631spa7o9f	ENVARSUS	29078	3400894081807
CIS66080171	TAKROZEM 0,1 %, pommade	http://www.romedi.fr/romedi/BN8ep9mk4drimb9itf8ucl1dp22sr802uk	TAKROZEM	32484	3400894439400
CIS66737795	PROGRAF 5 mg/1 ml, solution à diluer pour perfusion	http://www.romedi.fr/romedi/BN4ik586jlli75pu78k0pvs405avb9vnl9	PROGRAF	3565	3400891800449
CIS68330403	PROGRAF 0,5 mg, gélule	http://www.romedi.fr/romedi/BN4ik586jlli75pu78k0pvs405avb9vnl9	PROGRAF	11219	3400892026794
CIS67798840	PROTOPIC 0,03 %, pommade	http://www.romedi.fr/romedi/BN10h6ur7g9d5tj6dimmcpmr2art6ddvcf	PROTOPIC	15657	3400892471563
CIS68955248	ADOPORT 0,5 mg, gélule	http://www.romedi.fr/romedi/BN9aubs5s2c5om72uc22duup01pspsgag4	ADOPORT	27533	3400893898383
CIS68176916	ADOPORT 1 mg, gélule	http://www.romedi.fr/romedi/BN9aubs5s2c5om72uc22duup01pspsgag4	ADOPORT	27534	3400893898444
CIS69208135	MODIGRAF 1 mg, granulés pour suspension buvable	http://www.romedi.fr/romedi/BNdnav8o51d83dii8kbg6drhmp3epk0mf3	MODIGRAF	24740	3400893484890
CIS66927104	ADOPORT 2 mg, gélule	http://www.romedi.fr/romedi/BN9aubs5s2c5om72uc22duup01pspsgag4	ADOPORT	30674	3400894106852
CIS69590806	ENVARSUS 1 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNps2jplh822qg3muhg4ldk5631spa7o9f	ENVARSUS	29077	3400894081746
CIS60051234	AVODART 0,5 mg, capsule molle	http://www.romedi.fr/romedi/BNbmgergnlnvqeo1s58fofkkbod1ob5pqu	AVODART	14357	3400892508627
CIS65913639	COMBODART 0,5 mg/0,4 mg, gélule	http://www.romedi.fr/romedi/BNkcghguh72v59lhecgtrfj9kaocnoomgu	COMBODART	27066	3400893907870
CIS61743794	DUTASTERIDE TEVA 0,5 mg, capsule molle	http://www.romedi.fr/romedi/BNjube85k2g8jlvs355situ0m9r891e8me	DUTASTERIDE	31352	3400894282600
CIS61398768	DUTASTERIDE KRKA 0,5 mg, capsule molle	http://www.romedi.fr/romedi/BNjube85k2g8jlvs355situ0m9r891e8me	DUTASTERIDE	31594	3400894295266
CIS65346644	AVODART 0,5 mg, capsule molle	http://www.romedi.fr/romedi/BNbmgergnlnvqeo1s58fofkkbod1ob5pqu	AVODART	32402	3400894431473
CIS63295699	DUTASTERIDE ARROW 0,5 mg, capsule molle	http://www.romedi.fr/romedi/BNjube85k2g8jlvs355situ0m9r891e8me	DUTASTERIDE	31431	3400894241157
CIS64399761	DUTASTERIDE BIOGARAN 0.5 mg, capsule molle	http://www.romedi.fr/romedi/BNjube85k2g8jlvs355situ0m9r891e8me	DUTASTERIDE	31299	3400894257295
CIS65166500	DUTASTERIDE CRISTERS 0,5 mg, capsule molle	http://www.romedi.fr/romedi/BNjube85k2g8jlvs355situ0m9r891e8me	DUTASTERIDE	31438	3400894257356
CIS64758851	DUTASTERIDE ZENTIVA LAB 0,5 mg, capsule molle	http://www.romedi.fr/romedi/BNjube85k2g8jlvs355situ0m9r891e8me	DUTASTERIDE	31490	3400894286271
CIS68722137	AVODART 0,5 mg, capsule molle	http://www.romedi.fr/romedi/BNbmgergnlnvqeo1s58fofkkbod1ob5pqu	AVODART	28829	3400893845974
CIS67513654	DUTASTERIDE ACCORD 0,5 mg, capsule molle	http://www.romedi.fr/romedi/BNjube85k2g8jlvs355situ0m9r891e8me	DUTASTERIDE	32198	3400894295037
CIS68489829	DUTASTERIDE EG 0,5 mg, capsule molle	http://www.romedi.fr/romedi/BNjube85k2g8jlvs355situ0m9r891e8me	DUTASTERIDE	31603	3400894308256
CIS61952527	PROCORALAN 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNbto1hn9pkhjuqi84jsr3b67u80tf3utj	PROCORALAN	21069	3400892957876
CIS63501124	PROCORALAN 7,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNbto1hn9pkhjuqi84jsr3b67u80tf3utj	PROCORALAN	21070	3400892957937
CIS61952527	PROCORALAN 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNbto1hn9pkhjuqi84jsr3b67u80tf3utj	PROCORALAN	33351	3400893932193
CIS61432512	IVABRADINE ARROW 7,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNvj0m9omimom6pk24ffscktu360fi3g7q	IVABRADINE	31902	3400894313519
CIS61203595	IVABRADINE ARROW 5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNvj0m9omimom6pk24ffscktu360fi3g7q	IVABRADINE	32022	3400894313458
CIS63183337	IVABRADINE EG 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNvj0m9omimom6pk24ffscktu360fi3g7q	IVABRADINE	31909	3400894322153
CIS63191615	IVABRADINE KRKA 5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNvj0m9omimom6pk24ffscktu360fi3g7q	IVABRADINE	31915	3400894349648
CIS61689033	EXELON 3 mg, gélule	http://www.romedi.fr/romedi/BN7k6rnmid4da8epef32a6oqiv9t8gks98	EXELON	11257	3400892027166
CIS64708108	EXELON 4,5 mg, gélule	http://www.romedi.fr/romedi/BN7k6rnmid4da8epef32a6oqiv9t8gks98	EXELON	11258	3400892027227
CIS63093669	EXELON 9,5 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/BN7k6rnmid4da8epef32a6oqiv9t8gks98	EXELON	21126	3400893107881
CIS60008927	RIVASTIGMINE EG 1,5 mg, gélule	http://www.romedi.fr/romedi/BNdd9huo40jbrh3mg8780qgstc1tcisv33	RIVASTIGMINE	26861	3400893469293
CIS63953179	RIVASTIGMINE MYLAN 1,5 mg, gélule	http://www.romedi.fr/romedi/BNdd9huo40jbrh3mg8780qgstc1tcisv33	RIVASTIGMINE	25985	3400893643822
CIS60557826	RIVASTIGMINE MYLAN 3 mg, gélule	http://www.romedi.fr/romedi/BNdd9huo40jbrh3mg8780qgstc1tcisv33	RIVASTIGMINE	25978	3400893643990
CIS63268887	RIVASTIGMINE ARROW 1,5 mg, gélule	http://www.romedi.fr/romedi/BNdd9huo40jbrh3mg8780qgstc1tcisv33	RIVASTIGMINE	30207	3400894084709
CIS64501892	RIVASTIGMINE EG 4,6 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/BNdd9huo40jbrh3mg8780qgstc1tcisv33	RIVASTIGMINE	30529	3400894094753
CIS61148412	RIVASTIGMINE MYLAN PHARMA 4,6 mg/24 heures, dispositif transdermique	http://www.romedi.fr/romedi/BNdd9huo40jbrh3mg8780qgstc1tcisv33	RIVASTIGMINE	28340	3400894040415
CIS66442631	RIVASTIGMINE MYLAN PHARMA 9,5 mg/24 heures, dispositif transdermique	http://www.romedi.fr/romedi/BNdd9huo40jbrh3mg8780qgstc1tcisv33	RIVASTIGMINE	28341	3400894040583
CIS63093669	EXELON 9,5 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/BN7k6rnmid4da8epef32a6oqiv9t8gks98	EXELON	33269	3400894528159
CIS64979294	RIVASTIGMINE ARROW 4,6 mg/24 heures, dispositif transdermique	http://www.romedi.fr/romedi/BNdd9huo40jbrh3mg8780qgstc1tcisv33	RIVASTIGMINE	32286	3400894307426
CIS67402045	EXELON 6 mg, gélule	http://www.romedi.fr/romedi/BN7k6rnmid4da8epef32a6oqiv9t8gks98	EXELON	11259	3400892027395
CIS69850613	EXELON 1,5 mg, gélule	http://www.romedi.fr/romedi/BN7k6rnmid4da8epef32a6oqiv9t8gks98	EXELON	11256	3400892026916
CIS67070657	EXELON 2 mg/ml, solution buvable	http://www.romedi.fr/romedi/BN7k6rnmid4da8epef32a6oqiv9t8gks98	EXELON	15033	3400892705057
CIS67885398	EXELON 4,6 mg/24 h, dispositif transdermique	http://www.romedi.fr/romedi/BN7k6rnmid4da8epef32a6oqiv9t8gks98	EXELON	21125	3400893107713
CIS67468515	RIVASTIGMINE MYLAN 4,5 mg, gélule	http://www.romedi.fr/romedi/BNdd9huo40jbrh3mg8780qgstc1tcisv33	RIVASTIGMINE	26002	3400893644072
CIS67853728	RIVASTIGMINE MYLAN 6 mg, gélule	http://www.romedi.fr/romedi/BNdd9huo40jbrh3mg8780qgstc1tcisv33	RIVASTIGMINE	26004	3400893644133
CIS60890617	DULOXETINE MYLAN PHARMA 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BNnnf660467v98h49oi0svkpfdkba055mh	DULOXETINE	30706	3400894180432
CIS61704193	DULOXETINE KRKA 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BNnnf660467v98h49oi0svkpfdkba055mh	DULOXETINE	29141	3400894119630
CIS60287277	DULOXETINE ZENTIVA 60 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BNnnf660467v98h49oi0svkpfdkba055mh	DULOXETINE	30054	3400894143932
