diseaseWikidata	label	wikidata
Q6132707	hématologie	Q103824
Q10832211	hématologie	Q103824
Q2096745	hématologie	Q103824
Q2214419	hématologie	Q103824
Q2298020	hématologie	Q103824
Q2306782	hématologie	Q103824
Q2429620	hématologie	Q103824
Q2551272	hématologie	Q103824
Q2562598	hématologie	Q103824
Q7070519	hématologie	Q103824
Q2610084	hématologie	Q103824
Q7180167	hématologie	Q103824
Q11668606	hématologie	Q103824
Q7202249	hématologie	Q103824
Q2841213	hématologie	Q103824
Q7316718	hématologie	Q103824
Q7319955	hématologie	Q103824
Q2891261	hématologie	Q103824
Q3042106	hématologie	Q103824
Q3043149	hématologie	Q103824
Q3043153	hématologie	Q103824
Q3043158	hématologie	Q103824
Q3109873	hématologie	Q103824
Q3136516	hématologie	Q103824
Q3237103	hématologie	Q103824
Q3269466	hématologie	Q103824
Q3276506	hématologie	Q103824
Q3281380	hématologie	Q103824
Q3331923	hématologie	Q103824
Q3358864	hématologie	Q103824
Q3410985	hématologie	Q103824
Q3454355	hématologie	Q103824
Q3508611	hématologie	Q103824
Q3508735	hématologie	Q103824
Q3570558	hématologie	Q103824
Q3616632	hématologie	Q103824
Q17094243	hématologie	Q103824
Q3704732	hématologie	Q103824
Q17146775	hématologie	Q103824
Q17165460	hématologie	Q103824
Q6993502	pédiatrie	Q123028
Q15975183	pédiatrie	Q123028
Q7170410	pédiatrie	Q123028
Q7200296	pédiatrie	Q123028
Q7434137	pédiatrie	Q123028
Q7630991	pédiatrie	Q123028
Q7801152	pédiatrie	Q123028
Q7834286	pédiatrie	Q123028
Q13522706	pédiatrie	Q123028
Q18554047	pédiatrie	Q123028
Q18554367	pédiatrie	Q123028
Q18557017	pédiatrie	Q123028
Q5432934	pédiatrie	Q123028
Q18968218	pédiatrie	Q123028
Q54945522	pédiatrie	Q123028
Q5832339	pédiatrie	Q123028
Q10748814	pédiatrie	Q123028
Q10859678	pédiatrie	Q123028
Q40103033	neurologie	Q83042
Q53660493	neurologie	Q83042
Q54087187	neurologie	Q83042
Q32136856	neurologie	Q83042
Q32139615	neurologie	Q83042
Q32139634	neurologie	Q83042
Q32139666	neurologie	Q83042
Q32139695	neurologie	Q83042
Q32140695	neurologie	Q83042
Q32140708	neurologie	Q83042
Q32140736	neurologie	Q83042
Q32140749	neurologie	Q83042
Q32140763	neurologie	Q83042
Q32142548	neurologie	Q83042
Q32142563	neurologie	Q83042
Q32142578	neurologie	Q83042
Q32142594	neurologie	Q83042
Q32142610	neurologie	Q83042
Q32142628	neurologie	Q83042
Q32142644	neurologie	Q83042
Q32142660	neurologie	Q83042
Q32142675	neurologie	Q83042
Q32142692	neurologie	Q83042
Q32142710	neurologie	Q83042
Q32142729	neurologie	Q83042
Q32142745	neurologie	Q83042
Q32142762	neurologie	Q83042
Q32142780	neurologie	Q83042
Q32142794	neurologie	Q83042
Q32142811	neurologie	Q83042
Q32142828	neurologie	Q83042
Q32142846	neurologie	Q83042
Q32142861	neurologie	Q83042
Q32142896	neurologie	Q83042
Q32142909	neurologie	Q83042
Q32142923	neurologie	Q83042
Q32142937	neurologie	Q83042
Q32142955	neurologie	Q83042
Q32142969	neurologie	Q83042
Q32142983	neurologie	Q83042
Q32143002	neurologie	Q83042
Q32143018	neurologie	Q83042
Q32143030	neurologie	Q83042
Q32143044	neurologie	Q83042
Q32143061	neurologie	Q83042
Q32143076	neurologie	Q83042
Q32143107	neurologie	Q83042
Q32143120	neurologie	Q83042
Q32143165	neurologie	Q83042
Q32143177	neurologie	Q83042
Q32143192	neurologie	Q83042
Q32143203	neurologie	Q83042
Q32143215	neurologie	Q83042
Q32143227	neurologie	Q83042
Q32143240	neurologie	Q83042
Q32143254	neurologie	Q83042
Q32143270	neurologie	Q83042
Q32143285	neurologie	Q83042
Q32143302	neurologie	Q83042
Q32143322	neurologie	Q83042
Q32143335	neurologie	Q83042
Q32143369	neurologie	Q83042
Q32143403	neurologie	Q83042
Q32143419	neurologie	Q83042
Q32143434	neurologie	Q83042
Q32143448	neurologie	Q83042
Q41411120	neurologie	Q83042
Q50349677	neurologie	Q83042
Q50349711	neurologie	Q83042
Q50349837	neurologie	Q83042
Q50357578	neurologie	Q83042
Q50357589	neurologie	Q83042
Q54911298	neurologie	Q83042
Q54911517	neurologie	Q83042
Q54911710	neurologie	Q83042
Q54911746	neurologie	Q83042
Q54911756	neurologie	Q83042
Q54911791	neurologie	Q83042
Q54912176	neurologie	Q83042
Q54926570	neurologie	Q83042
Q54926685	neurologie	Q83042
Q54927311	neurologie	Q83042
Q54927442	neurologie	Q83042
Q42324521	neurologie	Q83042
Q42404192	neurologie	Q83042
Q42404343	neurologie	Q83042
Q18553270	ophtalmologie	Q161437
Q18553315	ophtalmologie	Q161437
Q18553790	ophtalmologie	Q161437
Q18553800	ophtalmologie	Q161437
Q18553990	ophtalmologie	Q161437
Q18554064	ophtalmologie	Q161437
Q18554348	ophtalmologie	Q161437
Q18554449	ophtalmologie	Q161437
Q18554545	ophtalmologie	Q161437
Q18554884	ophtalmologie	Q161437
Q18555067	ophtalmologie	Q161437
Q18555070	ophtalmologie	Q161437
Q18555085	ophtalmologie	Q161437
Q18555092	ophtalmologie	Q161437
Q5160431	ophtalmologie	Q161437
Q5161181	ophtalmologie	Q161437
Q5166383	ophtalmologie	Q161437
Q5171111	ophtalmologie	Q161437
Q5432936	ophtalmologie	Q161437
Q5797309	ophtalmologie	Q161437
Q5811451	ophtalmologie	Q161437
Q5988889	ophtalmologie	Q161437
Q6725785	ophtalmologie	Q161437
Q2444886	ophtalmologie	Q161437
Q2454612	ophtalmologie	Q161437
Q2455180	ophtalmologie	Q161437
Q2556242	ophtalmologie	Q161437
Q16001403	ophtalmologie	Q161437
Q2605012	ophtalmologie	Q161437
Q7098798	ophtalmologie	Q161437
Q7098800	ophtalmologie	Q161437
Q2681162	ophtalmologie	Q161437
Q7170418	ophtalmologie	Q161437
Q2720759	ophtalmologie	Q161437
Q7234207	ophtalmologie	Q161437
Q7249608	ophtalmologie	Q161437
Q2805908	ophtalmologie	Q161437
Q2879095	ophtalmologie	Q161437
Q3043268	ophtalmologie	Q161437
Q3108582	ophtalmologie	Q161437
Q3108586	ophtalmologie	Q161437
Q3145111	ophtalmologie	Q161437
Q3154357	ophtalmologie	Q161437
Q16678480	ophtalmologie	Q161437
Q7758678	ophtalmologie	Q161437
Q3297012	ophtalmologie	Q161437
Q7830375	ophtalmologie	Q161437
Q7885682	ophtalmologie	Q161437
Q3513968	ophtalmologie	Q161437
Q8041552	ophtalmologie	Q161437
Q3629047	ophtalmologie	Q161437
Q3640920	ophtalmologie	Q161437
Q17067160	ophtalmologie	Q161437
Q3676446	ophtalmologie	Q161437
Q17085142	ophtalmologie	Q161437
Q3686833	ophtalmologie	Q161437
Q17121503	ophtalmologie	Q161437
Q17145626	ophtalmologie	Q161437
Q12678120	ophtalmologie	Q161437
Q3824795	ophtalmologie	Q161437
Q3961695	ophtalmologie	Q161437
Q8511208	ophtalmologie	Q161437
Q4086828	ophtalmologie	Q161437
Q4162392	ophtalmologie	Q161437
Q4271835	ophtalmologie	Q161437
Q4385926	ophtalmologie	Q161437
Q4394144	ophtalmologie	Q161437
Q4677951	ophtalmologie	Q161437
Q4763261	ophtalmologie	Q161437
Q4770152	ophtalmologie	Q161437
Q9294051	ophtalmologie	Q161437
Q4854239	ophtalmologie	Q161437
Q4916140	ophtalmologie	Q161437
Q18555948	ophtalmologie	Q161437
Q18555949	ophtalmologie	Q161437
Q662298	ophtalmologie	Q161437
Q684383	ophtalmologie	Q161437
Q749159	ophtalmologie	Q161437
Q757838	ophtalmologie	Q161437
Q769595	ophtalmologie	Q161437
Q829876	ophtalmologie	Q161437
Q830265	ophtalmologie	Q161437
Q830308	ophtalmologie	Q161437
Q845698	ophtalmologie	Q161437
Q847057	ophtalmologie	Q161437
Q884023	ophtalmologie	Q161437
Q905389	ophtalmologie	Q161437
Q906264	ophtalmologie	Q161437
Q915322	ophtalmologie	Q161437
Q917399	ophtalmologie	Q161437
Q922971	ophtalmologie	Q161437
Q950591	ophtalmologie	Q161437
Q953049	ophtalmologie	Q161437
Q972514	ophtalmologie	Q161437
Q991023	ophtalmologie	Q161437
Q1049881	ophtalmologie	Q161437
Q1117652	ophtalmologie	Q161437
Q1140528	ophtalmologie	Q161437
Q1147596	ophtalmologie	Q161437
Q1157761	ophtalmologie	Q161437
Q1162694	ophtalmologie	Q161437
Q1201709	ophtalmologie	Q161437
Q1238645	ophtalmologie	Q161437
Q1258984	ophtalmologie	Q161437
Q1262161	ophtalmologie	Q161437
Q1262684	ophtalmologie	Q161437
Q1266519	ophtalmologie	Q161437
Q1294912	ophtalmologie	Q161437
Q1300720	ophtalmologie	Q161437
Q425811	ophtalmologie	Q161437
Q432396	ophtalmologie	Q161437
Q470427	ophtalmologie	Q161437
Q471521	ophtalmologie	Q161437
Q511000	ophtalmologie	Q161437
Q548913	ophtalmologie	Q161437
Q550455	ophtalmologie	Q161437
Q611984	ophtalmologie	Q161437
Q620918	ophtalmologie	Q161437
Q622427	ophtalmologie	Q161437
Q622969	ophtalmologie	Q161437
Q630552	ophtalmologie	Q161437
Q631361	ophtalmologie	Q161437
Q1317319	ophtalmologie	Q161437
Q1343593	ophtalmologie	Q161437
Q1347256	ophtalmologie	Q161437
Q1423087	ophtalmologie	Q161437
Q1424488	ophtalmologie	Q161437
Q1427032	ophtalmologie	Q161437
Q1464888	ophtalmologie	Q161437
Q1529650	ophtalmologie	Q161437
Q1623006	ophtalmologie	Q161437
Q1628473	ophtalmologie	Q161437
Q1629483	ophtalmologie	Q161437
Q1638140	ophtalmologie	Q161437
Q1670952	ophtalmologie	Q161437
Q1723331	ophtalmologie	Q161437
Q1811132	ophtalmologie	Q161437
Q1813737	ophtalmologie	Q161437
Q1862031	ophtalmologie	Q161437
Q1862805	ophtalmologie	Q161437
Q1862972	ophtalmologie	Q161437
Q1883190	ophtalmologie	Q161437
Q1892153	ophtalmologie	Q161437
Q2017741	ophtalmologie	Q161437
Q2026857	ophtalmologie	Q161437
Q2037487	ophtalmologie	Q161437
Q2282783	ophtalmologie	Q161437
Q2397009	ophtalmologie	Q161437
Q18554930	neurologie	Q83042
Q18554946	neurologie	Q83042
Q18554953	neurologie	Q83042
Q18554960	neurologie	Q83042
Q18555026	neurologie	Q83042
Q18555066	neurologie	Q83042
Q18555067	neurologie	Q83042
Q18555065	neurologie	Q83042
Q18555083	neurologie	Q83042
Q18555087	neurologie	Q83042
Q18555084	neurologie	Q83042
Q16242752	dermatologie	Q171171
Q16835166	dermatologie	Q171171
Q16964509	dermatologie	Q171171
Q16975956	dermatologie	Q171171
Q17141201	dermatologie	Q171171
Q17144875	dermatologie	Q171171
Q17148651	dermatologie	Q171171
Q30989792	dermatologie	Q171171
Q13257137	dermatologie	Q171171
Q18553226	dermatologie	Q171171
Q18554019	dermatologie	Q171171
Q18554021	dermatologie	Q171171
Q18554119	dermatologie	Q171171
Q18554424	dermatologie	Q171171
Q18554425	dermatologie	Q171171
Q18554548	dermatologie	Q171171
Q18554617	dermatologie	Q171171
Q18554837	dermatologie	Q171171
Q18554843	dermatologie	Q171171
Q18554846	dermatologie	Q171171
Q18555150	dermatologie	Q171171
Q18555302	dermatologie	Q171171
Q18555301	dermatologie	Q171171
Q18555307	dermatologie	Q171171
Q18555315	dermatologie	Q171171
Q18555313	dermatologie	Q171171
Q18556310	dermatologie	Q171171
Q18556994	dermatologie	Q171171
Q18557091	dermatologie	Q171171
Q18557197	dermatologie	Q171171
Q18557958	dermatologie	Q171171
Q18557957	dermatologie	Q171171
Q18557969	dermatologie	Q171171
Q18558062	dermatologie	Q171171
Q18558061	dermatologie	Q171171
Q18558156	dermatologie	Q171171
Q58833983	dermatologie	Q171171
Q58833981	dermatologie	Q171171
Q18928476	dermatologie	Q171171
Q19000660	dermatologie	Q171171
Q28026070	dermatologie	Q171171
Q54911414	dermatologie	Q171171
Q54911470	dermatologie	Q171171
Q54911667	dermatologie	Q171171
Q54911677	dermatologie	Q171171
Q54912155	dermatologie	Q171171
Q54945172	dermatologie	Q171171
Q55093078	dermatologie	Q171171
Q14870002	dermatologie	Q171171
Q23929670	dermatologie	Q171171
Q265936	immunologie	Q101929
Q272436	immunologie	Q101929
Q283108	immunologie	Q101929
Q335555	immunologie	Q101929
Q432462	immunologie	Q101929
Q486090	immunologie	Q101929
Q494066	immunologie	Q101929
Q511097	immunologie	Q101929
Q576179	immunologie	Q101929
Q608085	immunologie	Q101929
Q1485	immunologie	Q101929
Q32811	immunologie	Q101929
Q35869	immunologie	Q101929
Q42982	immunologie	Q101929
Q12078	oncologie	Q162555
Q33525	oncologie	Q162555
Q40301	oncologie	Q162555
Q47912	oncologie	Q162555
Q112670	oncologie	Q162555
Q122222	oncologie	Q162555
Q123251	oncologie	Q162555
Q124292	oncologie	Q162555
Q128581	oncologie	Q162555
Q136312	oncologie	Q162555
Q160105	oncologie	Q162555
Q164952	oncologie	Q162555
Q172341	oncologie	Q162555
Q177755	oncologie	Q162555
Q180614	oncologie	Q162555
Q180664	oncologie	Q162555
Q181257	oncologie	Q162555
Q181876	oncologie	Q162555
Q187542	oncologie	Q162555
Q188874	oncologie	Q162555
Q189588	oncologie	Q162555
Q192102	oncologie	Q162555
Q193211	oncologie	Q162555
Q196788	oncologie	Q162555
Q200741	oncologie	Q162555
Q918285	oncologie	Q162555
Q929221	oncologie	Q162555
Q936417	oncologie	Q162555
Q938205	oncologie	Q162555
Q938329	oncologie	Q162555
Q940874	oncologie	Q162555
Q944777	oncologie	Q162555
Q950838	oncologie	Q162555
Q953330	oncologie	Q162555
Q954831	oncologie	Q162555
Q976388	oncologie	Q162555
Q977787	oncologie	Q162555
Q1024546	oncologie	Q162555
Q1035645	oncologie	Q162555
Q1044007	oncologie	Q162555
Q1047551	oncologie	Q162555
Q1076053	oncologie	Q162555
Q1076061	oncologie	Q162555
Q1076078	oncologie	Q162555
Q1076087	oncologie	Q162555
Q1076389	oncologie	Q162555
Q1077603	oncologie	Q162555
Q1088072	oncologie	Q162555
Q1088163	oncologie	Q162555
Q1124606	oncologie	Q162555
Q1128996	oncologie	Q162555
Q1138188	oncologie	Q162555
Q1138580	oncologie	Q162555
Q1138590	oncologie	Q162555
Q1143025	oncologie	Q162555
Q1148337	oncologie	Q162555
Q1164529	oncologie	Q162555
Q1172076	oncologie	Q162555
Q1200239	oncologie	Q162555
Q1200237	oncologie	Q162555
Q1200267	oncologie	Q162555
Q1209744	oncologie	Q162555
Q1223924	oncologie	Q162555
Q1266395	oncologie	Q162555
Q1269251	oncologie	Q162555
Q1271826	oncologie	Q162555
Q1286320	oncologie	Q162555
Q1314058	oncologie	Q162555
Q1318384	oncologie	Q162555
Q1328805	oncologie	Q162555
Q1333608	oncologie	Q162555
Q1342955	oncologie	Q162555
Q1346721	oncologie	Q162555
Q1346753	oncologie	Q162555
Q1349259	oncologie	Q162555
Q1362453	oncologie	Q162555
Q1365309	oncologie	Q162555
Q1369011	oncologie	Q162555
Q1393463	oncologie	Q162555
Q1410808	oncologie	Q162555
Q1418735	oncologie	Q162555
Q1429863	oncologie	Q162555
Q1451877	oncologie	Q162555
Q1473802	oncologie	Q162555
Q1495661	oncologie	Q162555
Q1501239	oncologie	Q162555
Q1504713	oncologie	Q162555
Q1531482	oncologie	Q162555
Q1545750	oncologie	Q162555
Q1572384	oncologie	Q162555
Q1607658	oncologie	Q162555
Q1671685	oncologie	Q162555
Q1683689	oncologie	Q162555
Q1693598	oncologie	Q162555
Q1702335	oncologie	Q162555
Q1704531	oncologie	Q162555
Q1711744	oncologie	Q162555
Q1736456	oncologie	Q162555
Q1737261	oncologie	Q162555
Q1750884	oncologie	Q162555
Q1752571	oncologie	Q162555
Q1760202	oncologie	Q162555
Q1778287	oncologie	Q162555
Q1779119	oncologie	Q162555
Q1783924	oncologie	Q162555
Q1785791	oncologie	Q162555
Q1786513	oncologie	Q162555
Q1786953	oncologie	Q162555
Q1807280	oncologie	Q162555
Q1807522	oncologie	Q162555
Q1816041	oncologie	Q162555
Q1827425	oncologie	Q162555
Q1875764	oncologie	Q162555
Q1891209	oncologie	Q162555
Q1892153	oncologie	Q162555
Q1898104	oncologie	Q162555
Q1898141	oncologie	Q162555
Q1908194	oncologie	Q162555
Q1920586	oncologie	Q162555
Q1941101	oncologie	Q162555
Q1981345	oncologie	Q162555
Q1985225	oncologie	Q162555
Q1989240	oncologie	Q162555
Q2030989	oncologie	Q162555
Q2031424	oncologie	Q162555
Q7243137	urologie	Q105650
Q7312498	urologie	Q105650
Q7476276	urologie	Q105650
Q7705854	urologie	Q105650
Q7900433	urologie	Q105650
Q7900436	urologie	Q105650
Q7900619	urologie	Q105650
Q7900883	urologie	Q105650
Q4007235	urologie	Q105650
Q4161230	urologie	Q105650
Q4211671	urologie	Q105650
Q4243298	urologie	Q105650
Q4344969	urologie	Q105650
Q4420121	urologie	Q105650
Q13365776	urologie	Q105650
Q4850044	urologie	Q105650
Q5065349	urologie	Q105650
Q5196694	urologie	Q105650
Q5283757	urologie	Q105650
Q5376367	urologie	Q105650
Q5376410	urologie	Q105650
Q5380222	urologie	Q105650
Q5446477	urologie	Q105650
Q5493754	urologie	Q105650
Q5571239	urologie	Q105650
Q10389940	urologie	Q105650
Q6013986	urologie	Q105650
Q10549449	urologie	Q105650
Q6742925	urologie	Q105650
Q6821415	urologie	Q105650
Q6839796	urologie	Q105650
Q11409184	urologie	Q105650
Q6995207	urologie	Q105650
Q7113244	urologie	Q105650
Q11612288	urologie	Q105650
Q7161793	urologie	Q105650
Q7168573	urologie	Q105650
Q16877679	urologie	Q105650
Q16939023	urologie	Q105650
Q16957524	urologie	Q105650
Q16999817	urologie	Q105650
Q17141312	urologie	Q105650
Q13629899	urologie	Q105650
Q13641482	urologie	Q105650
Q18553847	urologie	Q105650
Q18553844	urologie	Q105650
Q18553950	urologie	Q105650
Q18553983	urologie	Q105650
Q18553984	urologie	Q105650
Q18553985	urologie	Q105650
Q18553997	urologie	Q105650
Q18554013	urologie	Q105650
Q18554066	urologie	Q105650
Q18554078	urologie	Q105650
Q18554079	urologie	Q105650
Q18554082	urologie	Q105650
Q18554080	urologie	Q105650
Q18554122	urologie	Q105650
Q18554121	urologie	Q105650
Q18554206	urologie	Q105650
Q18554281	urologie	Q105650
Q18554298	urologie	Q105650
Q18554299	urologie	Q105650
Q18554304	urologie	Q105650
Q18554323	urologie	Q105650
Q18554343	urologie	Q105650
Q18554349	urologie	Q105650
Q18554369	urologie	Q105650
Q18554466	urologie	Q105650
Q18554521	urologie	Q105650
Q18554555	urologie	Q105650
Q18554574	urologie	Q105650
Q18554588	urologie	Q105650
Q18554610	urologie	Q105650
Q18554681	urologie	Q105650
Q18554687	urologie	Q105650
Q18554688	urologie	Q105650
Q18554694	urologie	Q105650
Q18554726	urologie	Q105650
Q18554732	urologie	Q105650
Q18554738	urologie	Q105650
Q18554875	urologie	Q105650
Q18555045	urologie	Q105650
Q18555051	urologie	Q105650
Q18555068	urologie	Q105650
Q18555162	urologie	Q105650
Q18555175	urologie	Q105650
Q18555177	urologie	Q105650
Q18555257	urologie	Q105650
Q18555940	urologie	Q105650
Q18555963	urologie	Q105650
Q18556342	urologie	Q105650
Q18556340	urologie	Q105650
Q18556345	urologie	Q105650
Q18556445	urologie	Q105650
Q18556468	urologie	Q105650
Q18556472	urologie	Q105650
Q18556674	urologie	Q105650
Q18556883	urologie	Q105650
Q15630404	urologie	Q105650
Q18558118	neurologie	Q83042
Q18558125	neurologie	Q83042
Q18558134	neurologie	Q83042
Q18558135	neurologie	Q83042
Q18558138	neurologie	Q83042
Q18558139	neurologie	Q83042
Q18558137	neurologie	Q83042
Q18558140	neurologie	Q83042
Q18558151	neurologie	Q83042
Q18558153	neurologie	Q83042
Q18558184	neurologie	Q83042
Q18558185	neurologie	Q83042
Q18558188	neurologie	Q83042
Q18558199	neurologie	Q83042
Q18558196	neurologie	Q83042
Q18558202	neurologie	Q83042
Q18558200	neurologie	Q83042
Q18558206	neurologie	Q83042
Q18558207	neurologie	Q83042
Q18558205	neurologie	Q83042
Q20707611	neurologie	Q83042
Q21082498	neurologie	Q83042
Q21110016	neurologie	Q83042
Q21503282	neurologie	Q83042
Q21505502	neurologie	Q83042
Q22443682	neurologie	Q83042
Q27164428	neurologie	Q83042
Q27164462	neurologie	Q83042
Q27164463	neurologie	Q83042
Q27164460	neurologie	Q83042
Q27164461	neurologie	Q83042
Q27164466	neurologie	Q83042
Q27164464	neurologie	Q83042
Q27164465	neurologie	Q83042
Q27164470	neurologie	Q83042
Q27164471	neurologie	Q83042
Q27164468	neurologie	Q83042
Q27164474	neurologie	Q83042
Q27164475	neurologie	Q83042
Q27164473	neurologie	Q83042
Q27164478	neurologie	Q83042
Q27164479	neurologie	Q83042
Q27164476	neurologie	Q83042
Q27164482	neurologie	Q83042
Q27164483	neurologie	Q83042
Q27164486	neurologie	Q83042
Q27164484	neurologie	Q83042
Q27164488	neurologie	Q83042
Q27164494	neurologie	Q83042
Q27164492	neurologie	Q83042
Q27429766	neurologie	Q83042
Q27429765	neurologie	Q83042
Q27429768	neurologie	Q83042
Q22965446	neurologie	Q83042
Q18558219	neurologie	Q83042
Q18558223	neurologie	Q83042
Q18558226	neurologie	Q83042
Q18558224	neurologie	Q83042
Q18558225	neurologie	Q83042
Q18558230	neurologie	Q83042
Q18558231	neurologie	Q83042
Q18558232	neurologie	Q83042
Q18558233	neurologie	Q83042
Q18558238	neurologie	Q83042
Q18558239	neurologie	Q83042
Q18558243	neurologie	Q83042
Q18558240	neurologie	Q83042
Q18558244	neurologie	Q83042
Q18558245	neurologie	Q83042
Q18558251	neurologie	Q83042
Q18558254	neurologie	Q83042
Q18558259	neurologie	Q83042
Q18558256	neurologie	Q83042
Q18558263	neurologie	Q83042
Q18558260	neurologie	Q83042
Q18558261	neurologie	Q83042
Q18558265	neurologie	Q83042
Q27675244	neurologie	Q83042
Q27677598	neurologie	Q83042
Q27677603	neurologie	Q83042
Q27677600	neurologie	Q83042
Q27677601	neurologie	Q83042
Q27677606	neurologie	Q83042
Q27677607	neurologie	Q83042
Q27677610	neurologie	Q83042
Q27677611	neurologie	Q83042
Q27677608	neurologie	Q83042
Q27677609	neurologie	Q83042
Q18965511	neurologie	Q83042
Q18966079	neurologie	Q83042
Q18966121	neurologie	Q83042
Q18966598	neurologie	Q83042
Q18967011	neurologie	Q83042
Q18967481	neurologie	Q83042
Q18967803	neurologie	Q83042
Q18975859	neurologie	Q83042
Q23542368	neurologie	Q83042
Q23893414	neurologie	Q83042
Q19587393	neurologie	Q83042
Q24960548	neurologie	Q83042
Q2160802	néphrologie	Q177635
Q2425407	néphrologie	Q177635
Q2892779	néphrologie	Q177635
Q3296793	néphrologie	Q177635
Q424337	néphrologie	Q177635
Q476921	néphrologie	Q177635
Q504790	néphrologie	Q177635
Q605006	néphrologie	Q177635
Q730877	néphrologie	Q177635
Q736715	néphrologie	Q177635
Q805030	néphrologie	Q177635
Q822598	néphrologie	Q177635
Q824292	néphrologie	Q177635
Q987319	néphrologie	Q177635
Q1026326	néphrologie	Q177635
Q1054718	néphrologie	Q177635
Q1129105	néphrologie	Q177635
Q1179460	néphrologie	Q177635
Q1323002	néphrologie	Q177635
Q1345792	néphrologie	Q177635
Q1424106	néphrologie	Q177635
Q1434446	néphrologie	Q177635
Q1435223	néphrologie	Q177635
Q1509367	néphrologie	Q177635
Q1516211	néphrologie	Q177635
Q1538490	néphrologie	Q177635
Q1572538	néphrologie	Q177635
Q1593600	néphrologie	Q177635
Q1598200	néphrologie	Q177635
Q1621830	néphrologie	Q177635
Q1713037	néphrologie	Q177635
Q1783300	néphrologie	Q177635
Q28024554	cardiologie	Q10379
Q28024555	cardiologie	Q10379
Q28024553	cardiologie	Q10379
Q28024558	cardiologie	Q10379
Q28024559	cardiologie	Q10379
Q28024556	cardiologie	Q10379
Q28024557	cardiologie	Q10379
Q28024562	cardiologie	Q10379
Q28024560	cardiologie	Q10379
Q28024561	cardiologie	Q10379
Q28024566	cardiologie	Q10379
Q28024567	cardiologie	Q10379
Q28024564	cardiologie	Q10379
Q28024565	cardiologie	Q10379
Q28024569	cardiologie	Q10379
Q32139723	cardiologie	Q10379
Q32139737	cardiologie	Q10379
Q32139750	cardiologie	Q10379
Q32139763	cardiologie	Q10379
Q32139773	cardiologie	Q10379
Q32139785	cardiologie	Q10379
Q32139798	cardiologie	Q10379
Q32139811	cardiologie	Q10379
Q32139824	cardiologie	Q10379
Q32139838	cardiologie	Q10379
Q32139852	cardiologie	Q10379
Q32139866	cardiologie	Q10379
Q28024570	cardiologie	Q10379
Q28024571	cardiologie	Q10379
Q28024574	cardiologie	Q10379
Q28024572	cardiologie	Q10379
Q28024573	cardiologie	Q10379
Q28024578	cardiologie	Q10379
Q28024579	cardiologie	Q10379
Q28024576	cardiologie	Q10379
Q28024577	cardiologie	Q10379
Q28024582	cardiologie	Q10379
Q28024583	cardiologie	Q10379
Q28024580	cardiologie	Q10379
Q28024581	cardiologie	Q10379
Q28024586	cardiologie	Q10379
Q28024584	cardiologie	Q10379
Q28024585	cardiologie	Q10379
Q28058359	cardiologie	Q10379
Q54911334	cardiologie	Q10379
Q54911678	cardiologie	Q10379
Q54911741	cardiologie	Q10379
Q54911848	cardiologie	Q10379
Q54912137	cardiologie	Q10379
Q54927442	cardiologie	Q10379
Q54928207	cardiologie	Q10379
Q54943865	cardiologie	Q10379
Q54945172	cardiologie	Q10379
Q54945930	cardiologie	Q10379
Q54946755	cardiologie	Q10379
Q54971166	cardiologie	Q10379
Q54971821	cardiologie	Q10379
Q54974116	cardiologie	Q10379
Q54974218	cardiologie	Q10379
Q55043796	cardiologie	Q10379
Q55092798	cardiologie	Q10379
Q55092825	cardiologie	Q10379
Q55093271	cardiologie	Q10379
Q55093306	cardiologie	Q10379
Q30015589	cardiologie	Q10379
Q52775754	cardiologie	Q10379
Q30900016	cardiologie	Q10379
Q653383	chirurgie plastique	Q182442
Q1877388	chirurgie plastique	Q182442
Q137597	parasitologie	Q180502
Q649558	parasitologie	Q180502
Q209522	psychothérapie	Q183257
Q388722	psychothérapie	Q183257
Q510236	psychothérapie	Q183257
Q844590	psychothérapie	Q183257
Q935129	psychothérapie	Q183257
Q1453767	psychothérapie	Q183257
Q2015728	psychothérapie	Q183257
Q18671	psychothérapie	Q183257
Q12202	neurochirurgie	Q188449
Q175180	neurochirurgie	Q188449
Q233309	neurochirurgie	Q188449
Q282142	neurochirurgie	Q188449
Q369157	neurochirurgie	Q188449
Q1066311	physiothérapie	Q186005
Q2710164	odontologie	Q12128
Q3624834	odontologie	Q12128
Q3775782	odontologie	Q12128
Q3896326	odontologie	Q12128
Q548984	odontologie	Q12128
Q618622	odontologie	Q12128
Q932843	odontologie	Q12128
Q964920	odontologie	Q12128
Q994942	odontologie	Q12128
Q18553226	rhumatologie	Q327657
Q18553609	rhumatologie	Q327657
Q18553737	rhumatologie	Q327657
Q18553741	rhumatologie	Q327657
Q18553941	rhumatologie	Q327657
Q18554234	rhumatologie	Q327657
Q18554238	rhumatologie	Q327657
Q10265470	rhumatologie	Q327657
Q11039483	rhumatologie	Q327657
Q15646785	rhumatologie	Q327657
Q15666414	rhumatologie	Q327657
Q11488367	rhumatologie	Q327657
Q11546777	rhumatologie	Q327657
Q11606722	rhumatologie	Q327657
Q11773731	rhumatologie	Q327657
Q11790313	rhumatologie	Q327657
Q11884185	rhumatologie	Q327657
Q16543725	rhumatologie	Q327657
Q8027735	rhumatologie	Q327657
Q8038353	rhumatologie	Q327657
Q8084905	rhumatologie	Q327657
Q17164695	rhumatologie	Q327657
Q13616307	rhumatologie	Q327657
Q9190356	rhumatologie	Q327657
