CIS	CISLabel	drugClass	drugClassLabel
CIS67800960	CIPROFLOXACINE PANMEDICA 200 mg/100 ml, solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS67800960	CIPROFLOXACINE PANMEDICA 200 mg/100 ml, solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS69093245	CIPROFLOXACINE BIOGARAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones
CIS69093245	CIPROFLOXACINE BIOGARAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS69093245	CIPROFLOXACINE BIOGARAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS69687290	CIPROFLOXACINE MYLAN 750 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones
CIS69687290	CIPROFLOXACINE MYLAN 750 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS69687290	CIPROFLOXACINE MYLAN 750 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS69358697	CILOXAN 0,3 %, pommade ophtalmique	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones
CIS69358697	CILOXAN 0,3 %, pommade ophtalmique	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS69358697	CILOXAN 0,3 %, pommade ophtalmique	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS63686801	THIOPHENICOL 750 mg, poudre et solvant pour préparation injectable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS66985431	THIOPHENICOL, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS66434780	ZESTORETIC 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS66434780	ZESTORETIC 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques
CIS66434780	ZESTORETIC 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants
CIS66434780	ZESTORETIC 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés
CIS66434780	ZESTORETIC 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS66434780	ZESTORETIC 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants
CIS66434780	ZESTORETIC 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants
CIS66434780	ZESTORETIC 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS66434780	ZESTORETIC 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS66434780	ZESTORETIC 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS66434780	ZESTORETIC 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS65614455	PRINZIDE 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS65614455	PRINZIDE 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques
CIS65614455	PRINZIDE 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants
CIS65614455	PRINZIDE 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés
CIS65614455	PRINZIDE 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS65614455	PRINZIDE 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants
CIS65614455	PRINZIDE 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants
CIS65614455	PRINZIDE 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS65614455	PRINZIDE 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS65614455	PRINZIDE 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS65614455	PRINZIDE 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS60782591	LISINOPRIL RATIOPHARM 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS60782591	LISINOPRIL RATIOPHARM 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS60782591	LISINOPRIL RATIOPHARM 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS60782591	LISINOPRIL RATIOPHARM 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS60782591	LISINOPRIL RATIOPHARM 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS60782591	LISINOPRIL RATIOPHARM 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS61139452	LISINOPRIL SANDOZ 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS61139452	LISINOPRIL SANDOZ 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS61139452	LISINOPRIL SANDOZ 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS61139452	LISINOPRIL SANDOZ 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS61139452	LISINOPRIL SANDOZ 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS61139452	LISINOPRIL SANDOZ 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS60697664	LISINOPRIL TEVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS60697664	LISINOPRIL TEVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS60697664	LISINOPRIL TEVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS60697664	LISINOPRIL TEVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS60697664	LISINOPRIL TEVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS60697664	LISINOPRIL TEVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS61789051	LISINOPRIL SANDOZ 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS61789051	LISINOPRIL SANDOZ 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS61789051	LISINOPRIL SANDOZ 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS61789051	LISINOPRIL SANDOZ 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS61789051	LISINOPRIL SANDOZ 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS61789051	LISINOPRIL SANDOZ 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS62045486	LISINOPRIL BIOGARAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS62045486	LISINOPRIL BIOGARAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS62045486	LISINOPRIL BIOGARAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS62045486	LISINOPRIL BIOGARAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS62045486	LISINOPRIL BIOGARAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS62045486	LISINOPRIL BIOGARAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS62968406	LISINOPRIL BIOGARAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS62968406	LISINOPRIL BIOGARAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS62968406	LISINOPRIL BIOGARAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS62968406	LISINOPRIL BIOGARAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS62968406	LISINOPRIL BIOGARAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS62968406	LISINOPRIL BIOGARAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS64079708	LISINOPRIL RATIOPHARM 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS64079708	LISINOPRIL RATIOPHARM 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS64079708	LISINOPRIL RATIOPHARM 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS64079708	LISINOPRIL RATIOPHARM 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS64079708	LISINOPRIL RATIOPHARM 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS64079708	LISINOPRIL RATIOPHARM 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS64505061	LISINOPRIL TEVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS64505061	LISINOPRIL TEVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS64505061	LISINOPRIL TEVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS64505061	LISINOPRIL TEVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS64505061	LISINOPRIL TEVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS64505061	LISINOPRIL TEVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS65370047	LISINOPRIL EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS65370047	LISINOPRIL EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS65370047	LISINOPRIL EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS65370047	LISINOPRIL EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS65370047	LISINOPRIL EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS65370047	LISINOPRIL EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS60916019	LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS60916019	LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques
CIS60916019	LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants
CIS60916019	LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés
CIS60916019	LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS60916019	LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants
CIS60916019	LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants
CIS60916019	LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS60916019	LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS60916019	LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS60916019	LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS60823593	LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS60823593	LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques
CIS60823593	LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants
CIS60823593	LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés
CIS60823593	LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS60823593	LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants
CIS60823593	LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants
CIS60823593	LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS60823593	LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS60823593	LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS60823593	LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS61299147	LISINOPRIL MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS61299147	LISINOPRIL MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS61299147	LISINOPRIL MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS61299147	LISINOPRIL MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS61299147	LISINOPRIL MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS61299147	LISINOPRIL MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS62159778	LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS62159778	LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques
CIS62159778	LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants
CIS62159778	LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés
CIS62159778	LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS62159778	LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants
CIS62159778	LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants
CIS62159778	LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS62159778	LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS62159778	LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS62159778	LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS62606357	LISINOPRIL ZENTIVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS62606357	LISINOPRIL ZENTIVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS62606357	LISINOPRIL ZENTIVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS62606357	LISINOPRIL ZENTIVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS62606357	LISINOPRIL ZENTIVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS62606357	LISINOPRIL ZENTIVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS64500662	LISINOPRIL ACTAVIS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS64500662	LISINOPRIL ACTAVIS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS64500662	LISINOPRIL ACTAVIS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS64500662	LISINOPRIL ACTAVIS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS64500662	LISINOPRIL ACTAVIS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS64500662	LISINOPRIL ACTAVIS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS65835546	LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS65835546	LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques
CIS65835546	LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants
CIS65835546	LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés
CIS65835546	LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS65835546	LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants
CIS65835546	LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants
CIS65835546	LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS65835546	LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS65835546	LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS65835546	LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS66322824	LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS66322824	LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques
CIS66322824	LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants
CIS66322824	LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés
CIS66322824	LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS66322824	LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants
CIS66322824	LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants
CIS66322824	LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS66322824	LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS66322824	LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS66322824	LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS66729161	ZESTRIL 20 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS66729161	ZESTRIL 20 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS66729161	ZESTRIL 20 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS66729161	ZESTRIL 20 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
